destinationProvince	mainCity	destinationDistrict
Sumatera Barat	Kab. Padang Pariaman	Sungai Geringging
Kalimantan Barat	Kab. Pontianak	Sungai Kakap
Sumatera Utara	Kab. Labuhan Batu	Sungai Kanan
Sumatera Selatan	Kab. Musi Banyuasin	Sungai Keruh
Kalimantan Timur	Kota Samarinda	Sungai Kunjang
Kalimantan Barat	Kab. Pontianak	Sungai Kunyit
Kalimantan Barat	Kab. Ketapang	Sungai Laur
Kepulauan Bangka Belitung	Kab. Bangka	Sungai liat
Sumatera Selatan	Kab. Musi Banyuasin	Sungai Lilin
Sumatera Barat	Kab. Padang Pariaman	Sungai Limau
Kalimantan Selatan	Kab. Tanah Bambu	Sungai Loban
Jambi	Kab. Merangin	Sungai Manau
Riau	Kab. Siak	Sungai Mandau
Aceh	Kab. Aceh Barat	Sungai Mas
Sumatera Barat	Kab. Solok Selatan	Sungai Pagu
Kalimantan Selatan	Kab. Hulu Sungai Utara	Sungai Pandan
Jambi	Kab. Kerinci	Sungai Penuh
Kalimantan Selatan	Kab. Banjar	Sungai Pinang
Kalimantan Barat	Kab. Pontianak	Sungai Pinyuh
Sumatera Barat	Kab. Agam	Sungai Puar
Kalimantan Barat	Kab. Bengkayang	Sungai Raya
Aceh	Kab. Aceh Timur	Sungai Raya
Kalimantan Barat	Kab. Kubu Raya	Sungai Raya
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Sungai Raya
Kalimantan Barat	Kab. Pontianak	Sungai Raya
Sumatera Selatan	Kab. Muara Enim	Sungai Rotan
Sumatera Barat	Kab. Dharmasraya	Sungai Rumbai
Kepulauan Bangka Belitung	Kab. Bangka Tengah	Sungai Selan
Riau	Kota Dumai	Sungai Sembilan
Bengkulu	Kota Bengkulu	Sungai Serut
Kalimantan Selatan	Kab. Banjar	Sungai Tabuk
Sumatera Barat	Kab. Tanah Datar	Sungai Tarab
Kalimantan Barat	Kab. Sintang	Sungai Tebelian
Sumatera Barat	Kab. Tanah Datar	Sungayang
Sumatera Utara	Kab. Deli Serdang	Sunggal
Sulawesi Selatan	Kab. Goa	Sungguminasa
Lampung	Kab. Lampung Utara	Sungkai Selatan
Lampung	Kab. Lampung Utara	Sungkai Utara
Lampung	Kab. Lampung Barat	Suoh
Papua	Kab. Supiori	Supiori Selatan
Papua	Kab. Supiori	Supiori Timur
Papua	Kab. Supiori	Supiori Utara
Sulawesi Selatan	Kab. Pinrang	Suppa
Jawa Timur	Kota Surabaya	Surabaya
Jawa Tengah	Kab. Tegal	Suradadi
Jawa Barat	Kab. Sukabumi	Surade
Nusa Tenggara Barat	Kab. Lombok Timur	Suralaga
Jawa Barat	Kab. Sumedang	Surian
Aceh	Kab. Aceh Singkil	Suro Baru
Jawa Tengah	Kab. Semarang	Suruh
Jawa Timur	Kab. Trenggalek	Suruh
Aceh	Kab. Aceh Barat Daya	Susoh
Jawa Barat	Kab. Cirebon	Susukan
Jawa Tengah	Kab. Semarang	Susukan
Jawa Tengah	Kab. Banjarnegara	Susukan
Jawa Barat	Kab. Cirebon	Susukanlebak
Bali	Kab. Bangli	Susut
Sumatera Barat	Kab. Pesisir Selatan	Sutera
Kalimantan Barat	Kab. Bengkayang	Suti Semarang
Jawa Timur	Kab. Blitar	Sutojayan
Gorontalo	Kota Bone Bolango	Suwawa
Kalimantan Timur	Kab. Kutai Timur	Swarga Bara
Aceh	Kab. Aceh Utara	Syamtalira Aron
Aceh	Kab. Aceh Utara	Syamtalira Bayu
Aceh	Kota Banda Aceh	Syiah Kuala
Aceh	Kab. Bener Meriah	Syiah Kuala
Bengkulu	Kab. Bengkulu Utara	Taba Penanjung
Bali	Kab. Tabanan	Tabanan
Kalimantan Timur	Kab. Kutai Kartanegara	Tabang
Sulawesi Barat	Kab. Mamasa	Tabang
Jambi	Kab. Merangin	Tabir
Jambi	Kab. Merangin	Tabir Ulu
Kalimantan Selatan	Kab. Barito Kuala	Tabukan
Sulawesi Utara	Kab. Kepulauan Sangihe	Tabukan Selatan
Sulawesi Utara	Kab. Kepulauan Sangihe	Tabukan Tengah
Sulawesi Utara	Kab. Kepulauan Sangihe	Tabukan Utara
Sulawesi Barat	Kab. Mamasa	Tabulahan
Nusa Tenggara Timur	Kab. Sumba Timur	Tabundung
Kalimantan Selatan	Kab. Barito Kuala	Tabunganen
Nusa Tenggara Timur	Kab. Kupang	Taebenu
Sulawesi Utara	Kab. Kepulauan Sangihe	Tagulandang
Sulawesi Utara	Kab. Kepulauan Sangihe	Tagulandang Utara
Sulawesi Utara	Kab. Kepulauan Sangihe	Tahuna
Jawa Tengah	Kab. Jepara	Tahunan
Bengkulu	Kab. Seluma	Tais
Jawa Timur	Kab. Malang	Tajinan
Jawa Barat	Kab. Bogor	Tajurhalang
Sulawesi Selatan	Kab. Selayar	Takabonerate
Sulawesi Selatan	Kab. Takalar	Takalar
Nusa Tenggara Timur	Kab. Kupang	Takari
Aceh	Kab. Aceh Tengah	Takengon
Jawa Timur	Kab. Magetan	Takeran
Kalimantan Selatan	Kab. Tanah Laut	Takisung
Sulawesi Selatan	Kab. Wajo	Takkalalla
Jawa Barat	Kab. Cianjur	Takokak
Banten	Kota Serang	Taktakan
Jawa Barat	Kab. Majalengka	Talaga
Sulawesi Tenggara	Kab. Buton & Buton Utara	Talaga Raya
Jawa Barat	Kab. Karawang	Talagasari
Sumatera Barat	Kab. Pasaman Barat	Talamau
Jawa Tengah	Kab. Tegal	Talang
Bengkulu	Kab. Bengkulu Utara	Talang Empat
Sumatera Selatan	Kab. Banyuasin	Talang Kelapa
Sumatera Selatan	Kab. Empat Lawang	Talang Padang
Lampung	Kab. Tanggamus	Talang Padang
Sumatera Selatan	Kab. Muara Enim	Talang Ubi
Jawa Timur	Kab. Sumenep	Talango
Sumatera Barat	Kota Sawahlunto	Talawi
Sumatera Utara	Kab. Batubara	Talawi
Jawa Barat	Kab. Garut	Talegong
Maluku Utara	Kab. Kepulauan Sula	Taliabu Barat
Maluku Utara	Kab. Kepulauan Sula	Taliabu Timur
Nusa Tenggara Timur	Kab. Sikka	Talibura
Kalimantan Timur	Kab. Berau	Talisayan
Nusa Tenggara Barat	Kab. Sumbawa Barat	Taliwang
Sulawesi Selatan	Kota Makassar	Tallo
Sulawesi Selatan	Kab. Tana Toraja Utara	Tallunglipu
Bengkulu	Kab. Seluma	Talo
Bengkulu	Kab. Seluma	Talo Kecil
Gorontalo	Kab. Pahuwalo	Taluditi
Jawa Timur	Kab. Blitar	Talun
Jawa Tengah	Kab. Pekalongan	Talun
Sulawesi Utara	Kab. Kepulauan Sangihe	Tamako
Sulawesi Selatan	Kota Makassar	Tamalanrea
Sulawesi Selatan	Kota Makassar	Tamalate
Sulawesi Selatan	Kab. Jeneponto	Tamalatea
Jawa Timur	Kota Madiun	Taman
Jawa Tengah	Kab. Pemalang	Taman
Jawa Timur	Kab. Sidoarjo	Taman
DKI Jakarta	Kota Administrasi Jakarta Barat	Taman Sari
Jawa Timur	Kab. Bondowoso	Tamanan
Jawa Barat	Kota Tasikmalaya	Tamansari
Jawa Barat	Kab. Bogor	Tamansari
Jawa Tengah	Kab. Banyumas	Tambak
Jawa Timur	Kab.Gresik	Tambak
Jawa Timur	Kab. Tuban	Tambakboyo
Jawa Tengah	Kab. Bojonegoro	Tambakrejo
Jawa Tengah	Kab. Pati	Tambakromo
Jawa Timur	Kota Surabaya	Tambaksari
Jawa Barat	Kab.Ciamis	Tambaksari
Kalimantan Selatan	Kab. Barito Kuala	Tamban
Riau	Kab. Kampar	Tambang
Kalimantan Selatan	Kab. Tanah Laut	Tambang Ulang
Sumatera Utara	Kab. Mandailing Natal	Tambangan
Kepulauan Riau	Kab. Bintan	Tambelan
Jawa Barat	Kab. Bekasi	Tambelang
Jawa Timur	Kab. Sampang	Tambelangan
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Tambolaka
DKI Jakarta	Kota Administrasi Jakarta Barat	Tambora
Nusa Tenggara Barat	Kab. Bima	Tambora
Jawa Barat	Kab. Bekasi	Tambun Selatan
Jawa Barat	Kab. Bekasi	Tambun Utara
Aceh	Kab. Aceh Tamiang	Tamiang Hulu
Kalimantan Selatan	Kab. Barito Timur	Tamiang Layang
Sumatera Utara	Kab. Toba Samosir	Tampahan
Bali	Kab. Gianyar	Tampaksiring
Riau	Kota Pekanbaru	Tampan
Sulawesi Selatan	Kab. Wajo	Tana Sitolo
DKI Jakarta	Kota Administrasi Jakarta Pusat	Tanah Abang
Sumatera Selatan	Kab. Muara Enim	Tanah Abang
Kalimantan Timur	Kab. Paser	Tanah Grogot
Aceh	Kab. Aceh Utara	Tanah Jambo Aye
Sumatera Utara	Kab. Simalungun	Tanah Jawa
Kalimantan Timur	Kab. Tana Tidung	Tanah Lia
Aceh	Kab. Aceh Utara	Tanah Luas
Jawa Timur	Kab. Bangkalan	Tanah Merah
Riau	Kab. Indragiri Hilir	Tanah Merah
Papua	Kab. Boven Digoel	Tanah Merah/ Boven Digoel
Papua	Kab. Merauke	Tanah Miring
Aceh	Kab. Aceh Utara	Tanah Pasir
Sumatera Utara	Kab. Dairi	Tanah Pinem
Kalimantan Barat	Kab. Melawi	Tanah Pinoh
Riau	Kab. Rokan Hilir	Tanah Putih
Riau	Kab. Rokan Hilir	Tanah Putih Tanjung Melawan
Jambi	Kab. Bungo	Tanah Sepenggal
Jawa Barat	Kota Bogor	Tanah Sereal
Kalimantan Selatan	Kab. Murung Raya	Tanah Siang
Kalimantan Timur	Kab. Tana Tidung	Tanah Tidung
Jambi	Kab. Bungo	Tanah Tumbuh
Banten	Kab. Serang	Tanara
Jawa Timur	Kota Surabaya	Tandes
Sulawesi Barat	Kab. Mamasa	Tanduk Kalua
Riau	Kab. Rokan Hulu	Tandun
Sulawesi Selatan	Kab. Barru	Tanete Riaja
Sulawesi Selatan	Kab. Bone	Tanete Riattang
Sulawesi Selatan	Kab. Bone	Tanete Riattang Barat
Sulawesi Selatan	Kab. Bone	Tanete Riattang Timur
Sulawesi Selatan	Kab. Barru	Tanete Rilau
Aceh	Kab. Aceh Barat Daya	Tangan Tangan
Jawa Tengah	Kab. Sragen	Tangen
Banten	Kota Tangerang	Tangerang
Kalimantan Barat	Kab. Sambas	Tanggaran
Sulawesi Tenggara	Kab. Kolaka	Tanggetada
Jawa Barat	Kab. Cianjur	Tanggeung
Jawa Timur	Kab. Jember	Tanggul
Jawa Timur	Kab. Sidoarjo	Tanggulangin
Jawa Timur	Kab. Tulungagung	Tanggung Gunung
Jawa Tengah	Kab. Grobogan	Tanggungharjo
Aceh	Kab. Pidie	Tangse
Maluku	Kab. Maluku Tenggara Barat	Tanimbar Selatan
Maluku	Kab. Maluku Tenggara Barat	Tanimbar Utara
Maluku	Kab. Seram Bagian Barat	Taniwel
Kalimantan Selatan	Kab. Tabalong	Tanjung
Jawa Tengah	Kab. Brebes	Tanjung
Nusa Tenggara Barat	Kab. Lombok Barat	Tanjung
Sumatera Selatan	Kab. Muara Enim	Tanjung Agung
Sumatera Utara	Kota Tanjung Balai	Tanjung Balai
Sumatera Utara	Kab. Asahan	Tanjung Balai Asahan
Kepulauan Riau	Kab. Karimun	Tanjung Balai Karimun
Sumatera Utara	Kota Tanjung Balai	Tanjung Balai Selatan
Sumatera Utara	Kota Tanjung Balai	Tanjung Balai Utara
Sumatera Barat	Kab. Tanah Datar	Tanjung Baru
Sumatera Selatan	Kab. Ogan Ilir	Tanjung Batu
Kepulauan Riau	Kab. Karimun	Tanjung Batu
Sumatera Utara	Kab. Serdang Bedagai	Tanjung Beringin
Lampung	Kab. Lampung Selatan	Tanjung Bintang
Nusa Tenggara Timur	Kab. Flores Timur	Tanjung Bunga
Sumatera Barat	Kab. Tanah Datar	Tanjung Emas
Sumatera Barat	Kab. Sijunjung	Tanjung Gadang
Sumatera Barat	Kota Solok	Tanjung Harapan
Kalimantan Timur	Kab. Paser	Tanjung Harapan
Lampung	Kota Bandar Lampung	Tanjung Karang Barat
Lampung	Kota Bandar Lampung	Tanjung Karang Pusat
Lampung	Kota Bandar Lampung	Tanjung Karang Timur
Bengkulu	Kab. Kaur	Tanjung Kemuning
Sumatera Selatan	Kab. Ogan Komering Ilir	Tanjung Lubuk
Sumatera Utara	Kab. Deli Serdang	Tanjung Morawa
Sumatera Barat	Kab. Agam	Tanjung Mutiara
Kalimantan Timur	Kab. Bulungan	Tanjung Palas
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Barat
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Tengah
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Timur
Kalimantan Timur	Kab. Bulungan	Tanjung Palas Utara
Kepulauan Bangka Belitung	Kab. Belitung	Tanjung Pandan
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang Barat
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang Kota
Kepulauan Riau	Kota Tanjung Pinang	Tanjung Pinang Timur
DKI Jakarta	Kota Administrasi Jakarta Utara	Tanjung Priok
Sumatera Utara	Kab. Langkat	Tanjung Pura
Lampung	Kab. Lampung Utara	Tanjung Raja
Sumatera Selatan	Kab. Ogan Ilir	Tanjung Raja
Sumatera Barat	Kab. Agam	Tanjung Raya
Lampung	Kab. Tulang Bawang	Tanjung Raya
Kalimantan Timur	Kab. Berau	Tanjung Redeb
Sumatera Selatan	Kab. Lahat	Tanjung Sakti
Kalimantan Timur	Kab. Bulungan	Tanjung Selor
Lampung	Kota Bandar Lampung	Tanjung Senang
Jawa Barat	Kab. Subang	Tanjung Siang
Sumatera Utara	Kab. Batubara	Tanjung Tiram
Kepulauan Riau	Kab. Bintan	Tanjung Uban/Bintan Utara
Jawa Timur	Kab. Nganjuk	Tanjunganom
Jawa Timur	Kab. Bangkalan	Tanjungbumi
Jawa Barat	Kab. Tasikmalaya	Tanjungjaya
Jawa Barat	Kab. Sumedang	Tanjungkerta
Jawa Barat	Kab. Sumedang	Tanjungmedar
Lampung	Kab. Lampung Selatan	Tanjungsari
Jawa Barat	Kab. Sumedang	Tanjungsari
Jawa Barat	Kab. Bogor	Tanjungsari
D.I. Yogyakarta	Kab. Gunung Kidul	Tanjungsari
Jawa Tengah	Kab. Sragen	Tanon
Sulawesi Selatan	Kab. Maros	Tanralili
Kalimantan Selatan	Kab. Tabalong	Tanta
Gorontalo	Kota Bone Bolango	Tapa
Aceh	Kab. Aceh Selatan	Tapak Tuan
Sulawesi Barat	Kab. Mamuju	Tapalang Barat
Sulawesi Barat	Kab. Polewali Mandar	Tapango
Jawa Timur	Kab. Bondowoso	Tapen
Sumatera Utara	Kab. Simalungun	Tapian Dolok
Sumatera Utara	Kab. Tapanuli Tengah	Tapian Nauli
Kalimantan Selatan	Kab. Tampin	Tapin Selatan
Kalimantan Selatan	Kab. Tampin	Tapin Tengah
Kalimantan Selatan	Kab. Tampin	Tapin Utara
Sulawesi Barat	Kab. Mamuju	Tappalang
Riau	Kab. Kampar	Tapung
Riau	Kab. Kampar	Tapung Hilir
Riau	Kab. Kampar	Tapung Hulu
Sumatera Utara	Kab. Humbang Hasudutan	Tarabintang
Jawa Barat	Kab. Tasikmalaya	Taraju
Kalimantan Timur	Kota Tarakan	Tarakan
Kalimantan Timur	Kota Tarakan	Tarakan Barat
Kalimantan Timur	Kota Tarakan	Tarakan Tengah
Kalimantan Timur	Kota Tarakan	Tarakan Timur
Kalimantan Timur	Kota Tarakan	Tarakan Utara
Sulawesi Utara	Kab. Minahasa Selatan	Tareran
Jawa Timur	Kab. Sidoarjo	Tarik
Jawa Barat	Kab. Garut	Tarogong Kaler
Jawa Barat	Kab. Garut	Tarogong Kidul
Jawa Timur	Kab. Kediri	Tarokan
Jawa Tengah	Kab. Tegal	Tarub
Jawa Barat	Kab. Bekasi	Tarumajaya
Sumatera Utara	Kab. Tapanuli Utara	Tarutung
Nusa Tenggara Timur	Kab. Belu	Tasefeto Barat
Nusa Tenggara Timur	Kab. Belu	Tasifeto Timur
Kalimantan Tengah	Kab. Katingan	Tasik Payawan
Jawa Tengah	Kab. Karang Anyar	Tasikmadu
Jawa Barat	Kota Tasikmalaya	Tasikmalaya
Sulawesi Utara	Kab. Kepulauan Sangihe	Tatoareng
Sulawesi Tengah	Kab. Donggala	Tawaeli
Jawa Barat	Kota Tasikmalaya	Tawang
Jawa Tengah	Kab. Grobogan	Tawangharjo
Jawa Tengah	Kab. Karang Anyar	Tawangmangu
Jawa Tengah	Kab. Sukoharjo	Tawangsari
Kalimantan Barat	Kab. Sanggau	Tayan Hilir
Kalimantan Barat	Kab. Sanggau	Tayan Hulu
Jawa Tengah	Kab. Pati	Tayu
Kalimantan Barat	Kab. Sambas	Tebas
Bengkulu	Kab. Kepahiang	Tebat Karai
DKI Jakarta	Kota Administrasi Jakarta Selatan	Tebet
Kepulauan Riau	Kab. Karimun	Tebing
Sumatera Utara	Kota Tebing Tinggi	Tebing Tinggi
Sumatera Selatan	Kab. Empat Lawang	Tebing Tinggi
Riau	Kab. Meranti	Tebing Tinggi
Riau	Kab. Meranti	Tebing Tinggi Barat
Sumatera Utara	Kab. Serdang Bedagai	Tebingtinggi
Jambi	Kab. Tebo	Tebo Ilir
Jambi	Kab. Tebo	Tebo Tengah
Jambi	Kab. Tebo	Tebo Ulu
Jawa Tengah	Kota Tegal	Tegal
Jawa Tengah	Kota Tegal	Tegal Barat
Jawa Barat	Kab. Sukabumi	Tegal Buleud
Bali	Kab. Gianyar	Tegal Lalang
Jawa Tengah	Kota Tegal	Tegal Selatan
Jawa Tengah	Kota Tegal	Tegal Timur
Jawa Timur	Kab. Bondowoso	Tegalampel
Jawa Timur	Kab. Banyuwangi	Tegaldlimo
Jawa Timur	Kab. Pacitan	Tegalombo
D.I. Yogyakarta	Kota Yogyakarta	Tegalrejo
Jawa Tengah	Kab. Magelang	Tegalrejo
Jawa Timur	Kab. Banyuwangi	Tegalsari
Jawa Timur	Kota Surabaya	Tegalsari
Jawa Timur	Kab. Probolinggo	Tegalsiwalan
Jawa Barat	Kab. Karawang	Tegalwaru
Jawa Barat	Kab. Purwakarta	Tegalwaru
Lampung	Kab. Pesawaran	Tegineneng
Jawa Tengah	Kab. Grobogan	Tegowanu
Maluku	Kab. Maluku Tengah	Tehoru
Bali	Kab. Buleleng	Tejakula
Kalimantan Barat	Kab. Sambas	Tekarang
Jawa Timur	Kab. Lumajang	Tekung
Gorontalo	Kab. Gorontalo	Telaga
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Telaga Langsat
Jambi	Kota Jambi	Telanaipura
Kalimantan Timur	Kab. Kutai Timur	Telen
Sulawesi Selatan	Kab. Sinjai	Tellu Limpoe
Sulawesi Selatan	Kab. Bone	Tellu Siattinge
Sulawesi Selatan	Kab. Sindenreng Rappang	Tellulimpo E
Sulawesi Selatan	Kota Palopo	Telluwanua
Jawa Tengah	Kab. Pati	Telogowungu
Kalimantan Barat	Kab. Pontianak	Telok Pa'kedai
Maluku	Kota Ambon	Teluk Ambon
Maluku	Kota Ambon	Teluk Ambon Baguala
Papua Barat	Kab. Kaimana	Teluk Arguni
Riau	Kab. Indragiri Hilir	Teluk Balengkong
Kalimantan Barat	Kab. Kayong Utara	Teluk Batang
Kalimantan Timur	Kab. Berau	Teluk Bayur
Lampung	Kota Bandar Lampung	Teluk Betung Barat
Lampung	Kota Bandar Lampung	Teluk Betung Selatan
Lampung	Kota Bandar Lampung	Teluk Betung Utara
Kepulauan Riau	Kab. Bintan	Teluk Bintan
Sumatera Utara	Kab. Nias Selatan	Teluk Dalam
Aceh	Kab. Simeuleu	Teluk Dalam
Papua Barat	Kab. Kaimana	Teluk Etna
Kalimantan Barat	Kab. Sambas	Teluk Keramat
Papua	Kab. Nabire	Teluk Kimi
Riau	Kab. Kuantan Sengingi	Teluk Kuantan
Papua Barat	Kab. Raja Ampat	Teluk Mayalibit
Sumatera Utara	Kab. Serdang Bedagai	Teluk Mengkudu
Riau	Kab. Palalawan	Teluk Meranti
Nusa Tenggara Timur	Kab. Alor	Teluk Mutiara
Sumatera Utara	Kota Tanjung Balai	Teluk Nibung
Kalimantan Barat	Kab. Kubu Raya	Teluk Pakedai
Kalimantan Timur	Kab. Kutai Timur	Teluk Pandan
Kepulauan Riau	Kab. Bintan	Teluk Sebong
Bengkulu	Kota Bengkulu	Teluk Segara
Papua	Kab. Nabire	Teluk Umar
Jawa Barat	Kab. Karawang	Telukjambe Barat
Jawa Barat	Kab. Karawang	Telukjambe Timur
Banten	Kab. Tangerang	Teluknaga
Jawa Tengah	Kab. Temanggung	Temanggung
Jawa Tengah	Kab. Bojonegoro	Temayang
Papua	Kab. Mimika	Tembaga Pura
Jawa Tengah	Kota Semarang	Tembalang
Jawa Tengah	Kab. Temanggung	Tembarak
Jawa Timur	Kab. Jombang	Tembelang
Riau	Kab. Indragiri Hilir	Tembilahan
Riau	Kab. Indragiri Hilir	Tembilahan Hulu
Bali	Kab. Bangli	Tembuku
Papua Barat	Kab. Teluk Bintuni	Tembuni
Riau	Kab. Rokan Hulu	Tembusai
Riau	Kab. Rokan Hulu	Tembusai Utara
Papua Barat	Kab. Sorong Selatan	Teminabuan
D.I. Yogyakarta	Kab. Kulon Progo	Temon
Sulawesi Selatan	Kab. Wajo	Tempe
Jawa Timur	Kab. Lumajang	Tempeh
D.I. Yogyakarta	Kab. Sleman	Tempel
Kepulauan Bangka Belitung	Kab. Bangka Barat	Tempilang
Riau	Kab. Indragiri Hilir	Tempuling
Kalimantan Barat	Kab. Sintang	Tempunak
Jawa Barat	Kab. Karawang	Tempuran
Jawa Tengah	Kab. Magelang	Tempuran
Jawa Timur	Kab. Jember	Tempurejo
Jawa Timur	Kab. Lumajang	Tempursari
Riau	Kota Pekanbaru	Tenayan Raya
Sulawesi Utara	Kab. Minahasa Selatan	Tenga
Jambi	Kab. Tebo	Tengah Ilir
Jawa Barat	Kab. Cirebon	Tengah Tani
Jawa Tengah	Kab. Semarang	Tengaran
Jawa Timur	Kab. Bondowoso	Tenggarang
Kalimantan Timur	Kab. Kutai Kartanegara	Tenggarong
Kalimantan Timur	Kab. Kutai Kartanegara	Tenggarong Seberang
Jawa Timur	Kota Surabaya	Tenggilis Mejoyo
Jawa Barat	Kab. Bogor	Tenjo
Jawa Barat	Kab. Bogor	Tenjolaya
Maluku	Kab. Maluku Tengah	Teon Nila Serua
D.I. Yogyakarta	Kab. Gunung Kidul	Tepus
Aceh	Kab. Gayo Lues	Terangon
Nusa Tenggara Barat	Kab. Lombok Timur	Terara
Jawa Tengah	Kab. Boyolali	Teras
Bengkulu	Kab. Muko-Muko	Teras Terunjam
Lampung	Kab. Lampung Tengah	Terbanggi Besar / Bandar Jaya
Kalimantan Barat	Kab. Kubu Raya	Terentang
Kalimantan Barat	Kab. Bengkayang	Teriak
Aceh	Kab. Gayo Lues	Teripe Jaya
Maluku Utara	Kota Ternate	Ternate
Maluku Utara	Kota Ternate	Ternate Selatan
Maluku Utara	Kota Ternate	Ternate Utara
Jawa Tengah	Kab. Batang	Tersono
Lampung	Kab. Lampung Tengah	Terusan Nunyai
Aceh	Kab. Aceh Jaya	Teunom
Aceh	Kab. Simeuleu	Teupah Barat
Aceh	Kab. Simeuleu	Teupah Selatan
Kalimantan Tengah	Kab. Gunung Mas	Tewah
Kalimantan Tengah	Kab. Katingan	Tewang Sangalang Garing
Kalimantan Selatan	Kab. Barito Utara	Teweh Tengah
Kalimantan Selatan	Kab. Barito Utara	Teweh Timur
Gorontalo	Kab. Gorontalo	Tibawa
Maluku Utara	Kota Tidore	Tidore
Maluku Utara	Kota Tidore	Tidore Selatan
Maluku Utara	Kota Tidore	Tidore Utara
Sumatera Utara	Kab. Karo	Tiga Binanga
Sumatera Utara	Kab. Dairi	Tiga Lingga
Sumatera Utara	Kab. Karo	Tiga Panah
Banten	Kab. Tangerang	Tigaraksa
Papua	Kab. Deiyai	Tigi
Papua	Kab. Deiyai	Tigi Barat
Papua	Kab. Deiyai	Tigi Timur
Sumatera Barat	Kab. Solok	Tigo Lurah
Sulawesi Selatan	Kab. Tana Toraja Utara	Tikala
Sulawesi Utara	Kota Manado	Tikala
Sulawesi Tenggara	Kab. Muna	Tikep
Jawa Timur	Kab. Lamongan	Tikung
Gorontalo	Kab. Boalemo	Tilamuta
Sumatera Barat	Kab. Agam	Tilatang Kamang
Aceh	Kab. Bener Meriah	Timang Gajah
Papua	Kab. Mimika	Timika
Kalimantan Tengah	Kab. Kapuas	Timpah
Sumatera Utara	Kab. Pakpak Barat	Tinada
Sulawesi Barat	Kab. Polewali Mandar	Tinambung
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Tinanggea
Sulawesi Tengah	Kab. Banggai Kepulauan	Tinangkung
Sulawesi Selatan	Kab. Goa	Tinggimoncong
Jawa Tengah	Kota Salatiga	Tingkir
Sulawesi Tengah	Kab. Parigi Moutong	Tinombo
Sulawesi Tengah	Kab. Parigi Moutong	Tinombo Selatan
Sulawesi Tengah	Kab. Buol	Tiolan
Papua	Kab. Jayawijaya	Tiom
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Tionas
Sulawesi Tenggara	Kab. Kolaka	Tirawuta
Jawa Timur	Kab. Probolinggo	Tiris
Aceh	Kab. Pidie	Tiro/Truseb
Sulawesi Selatan	Kab. Pinrang	Tiroang
Jawa Barat	Kab. Karawang	Tirtajaya
Jawa Barat	Kab. Karawang	Tirtamulya
Banten	Kab. Serang	Tirtayasa
Jawa Tengah	Kab. Pekalongan	Tirto
Jawa Tengah	Kab. Wonogiri	Tirtomoyo
Jawa Timur	Kab. Malang	Tirtoyudo
Aceh	Kab. Pidie	Titeua/Keumala
Nusa Tenggara Timur	Kab. Flores Timur	Titihena
Sulawesi Tenggara	Kab. Muna	Tiworo Tengah
Jawa Timur	Kab. Pamekasan	Tlanakan
Jawa Tengah	Kab. Temanggung	Tlogomulyo
Jawa Timur	Kab. Bondowoso	Tlogosari
Kalimantan Barat	Kab. Sanggau	Toba
Sulawesi Barat	Kab. Mamuju	Tobadak
Maluku Utara	Kab. Halmahera Utara	Tobelo
Maluku Utara	Kab. Halmahera Utara	Tobelo Selatan
Kepulauan Bangka Belitung	Kab. Bangka Selatan	Toboali
Jawa Tengah	Kab. Blora	Todanan
Sulawesi Tengah	Kab. Tojo Una-Una	Togean
Kalimantan Barat	Kab. Pontianak	Toho
Sulawesi Tengah	Kab. Banggai	Toili
Sulawesi Tengah	Kab. Tojo Una-Una	Tojo
Sulawesi Tengah	Kab. Tojo Una-Una	Tojo Barat
Gorontalo	Kab. Gorontalo	Tolangohula
Gorontalo	Kab. Gorontalo	Tolinggula
Gorontalo	Kab. Gorontalo Utara	Tolingula
Sulawesi Tengah	Kab. Toli-Toli	Toli-Toli
Sulawesi Utara	Kab. Minahasa	Tombariri
Sulawesi Utara	Kab. Minahasa Selatan	Tombasian
Sulawesi Utara	Kab. Minahasa Tenggara	Tombatu
Sulawesi Selatan	Kab. Goa	Tombolo Pao
Sulawesi Utara	Kab. Minahasa	Tombulu
Sulawesi Tenggara	Kab. Wakatobi	Tomia
Sulawesi Tengah	Kab. Parigi Moutong	Tomini
Sulawesi Barat	Kab. Mamuju	Tommo
Jawa Barat	Kab. Sumedang	Tomo
Sulawesi Utara	Kota Tomohon	Tomohon
Sulawesi Utara	Kota Tomohon	Tomohon Barat
Sulawesi Utara	Kota Tomohon	Tomohon Selatan
Sulawesi Utara	Kota Tomohon	Tomohon Tengah
Sulawesi Utara	Kota Tomohon	Tomohon Timur
Sulawesi Utara	Kota Tomohon	Tomohon Utara
Sulawesi Selatan	Kab. Luwu Timur	Tomoni
Sulawesi Utara	Kab. Minahasa	Tompaso
Sulawesi Utara	Kab. Minahasa Selatan	Tompaso Baru
